base_feature,tuned_feature,decoder_cosine,base_frequency,tuned_frequency,frequency_delta,frequency_delta_abs,base_mean_activation,tuned_mean_activation,mean_activation_delta,category
6070,6070,0.9986354,0.98679,0.9866,-0.00019001961,0.00019001961,0.21246944,0.20383398,-0.008635461,stable
5266,5266,0.99863565,0.98409,0.98327,-0.0008199811,0.0008199811,0.33941725,0.31222114,-0.02719611,stable
22,22,0.9986359,0.98903996,0.98917997,0.00014001131,0.00014001131,0.259769,0.23593523,-0.023833767,stable
2988,2988,0.9986377,0.013309999,0.0143,0.0009900006,0.0009900006,0.0012082398,0.0013973389,0.00018909911,stable
557,557,0.99863803,0.0010299999,0.00081999996,-0.00020999997,0.00020999997,3.3658933e-05,2.2525806e-05,-1.11331265e-05,stable
3486,3486,0.9986387,0.98657,0.98888,0.002309978,0.002309978,0.22129332,0.25031817,0.029024854,stable
3617,3617,0.99863887,0.97271997,0.98477995,0.012059987,0.012059987,0.25783095,0.24569908,-0.01213187,stable
381,381,0.998639,0.00856,0.01215,0.0035899999,0.0035899999,0.00012122689,0.00073604705,0.00061482016,stable
3690,3690,0.9986434,0.974,0.97231996,-0.0016800165,0.0016800165,0.24014696,0.21312228,-0.027024686,stable
2204,2204,0.9986435,0.0079,0.00839,0.0004900005,0.0004900005,0.00012253896,0.00039256003,0.0002700211,stable
1512,1512,0.9986463,0.98216,0.97348,-0.008679986,0.008679986,0.23409688,0.22606525,-0.0080316365,stable
3881,3881,0.99864656,0.00067,0.0083,0.00763,0.00763,2.2004726e-05,0.00019526292,0.0001732582,stable
24,24,0.9986476,0.97085,0.97081,-3.9994717e-05,3.9994717e-05,0.21471804,0.19891687,-0.015801176,stable
1928,1928,0.9986483,0.0011199999,0.00099,-0.00012999994,0.00012999994,3.070068e-05,2.917263e-05,-1.5280511e-06,stable
1047,1047,0.9986497,0.00122,0.00821,0.0069899997,0.0069899997,3.474554e-05,0.00010552899,7.0783455e-05,stable
5125,5125,0.9986501,0.01255,0.01258,2.9999763e-05,2.9999763e-05,0.0014520907,0.0012395119,-0.0002125788,stable
1934,1934,0.9986513,0.017239999,0.01731,7.000007e-05,7.000007e-05,0.00567837,0.006861515,0.0011831447,stable
5385,5385,0.998652,0.009579999,0.0010599999,-0.00852,0.00852,0.00021242385,2.8293385e-05,-0.00018413046,stable
5301,5301,0.9986526,0.0093,0.00911,-0.00019000005,0.00019000005,0.00070562697,0.00041991862,-0.00028570835,stable
4560,4560,0.99865407,0.00581,0.0067,0.0008899998,0.0008899998,6.547972e-05,8.4494044e-05,1.9014326e-05,stable
4493,4493,0.998655,0.01034,0.01057,0.00023000035,0.00023000035,0.0014364606,0.0013780316,-5.8429083e-05,stable
579,579,0.99865544,0.010059999,0.01045,0.00039000064,0.00039000064,0.0017276523,0.0012605665,-0.00046708575,stable
5949,5949,0.99865574,0.01702,0.01697,-5.0000846e-05,5.0000846e-05,0.004147344,0.0053019426,0.0011545988,stable
2151,2151,0.9986577,0.00878,0.00856,-0.00021999981,0.00021999981,0.0004768163,0.00032285266,-0.00015396363,stable
5445,5445,0.9986581,0.00087999995,0.0086199995,0.0077399993,0.0077399993,2.9107203e-05,0.00016328345,0.00013417624,stable
4810,4810,0.9986588,0.01692,0.0167,-0.00022000074,0.00022000074,0.0068959654,0.0057522557,-0.0011437098,stable
1844,1844,0.99865985,0.97493,0.97445995,-0.00047004223,0.00047004223,0.2938363,0.25964704,-0.034189254,stable
3631,3631,0.9986609,0.0122299995,0.009269999,-0.0029600002,0.0029600002,0.00045318253,0.00028869705,-0.00016448548,stable
3813,3813,0.9986621,0.00435,0.0052,0.00084999995,0.00084999995,4.8485854e-05,5.4652486e-05,6.1666324e-06,stable
4327,4327,0.99866253,0.97598,0.97806996,0.0020899773,0.0020899773,0.20259285,0.19235487,-0.010237977,stable
5188,5188,0.99866307,0.016959999,0.01716,0.00020000152,0.00020000152,0.00097299734,0.0022945947,0.0013215973,stable
3885,3885,0.9986645,0.01811,0.01753,-0.00057999976,0.00057999976,0.0013191768,0.0011851564,-0.00013402035,stable
1544,1544,0.99866456,0.97248,0.97273,0.00024998188,0.00024998188,0.24782665,0.22777504,-0.020051613,stable
1839,1839,0.99866456,0.01925,0.01795,-0.0012999997,0.0012999997,0.005990655,0.005873468,-0.00011718739,stable
4103,4103,0.9986665,0.00077,0.00067,-0.000100000005,0.000100000005,3.1080774e-05,2.5213236e-05,-5.8675378e-06,stable
1650,1650,0.9986681,0.00936,0.0093,-5.9999526e-05,5.9999526e-05,0.0006563337,0.00051836885,-0.00013796485,stable
4387,4387,0.9986682,0.01695,0.0169,-5.0000846e-05,5.0000846e-05,0.005438987,0.0022431954,-0.0031957917,stable
835,835,0.99866855,0.00074,0.00049999997,-0.00024000002,0.00024000002,2.9230654e-05,2.2650502e-05,-6.5801523e-06,stable
3492,3492,0.9986689,0.00976,0.00906,-0.00069999974,0.00069999974,0.0012058723,0.0010459385,-0.00015993381,stable
2639,2639,0.9986701,0.016859999,0.014579999,-0.0022799997,0.0022799997,0.00091293897,0.00040315505,-0.0005097839,stable
1012,1012,0.99867177,0.00065,0.00081,0.00016,0.00016,2.37147e-05,2.8205237e-05,4.4905373e-06,stable
4350,4350,0.99867344,0.01732,0.01673,-0.0005900003,0.0005900003,0.004705467,0.0033314342,-0.0013740326,stable
16,16,0.9986739,0.97283,0.97266996,-0.00016003847,0.00016003847,0.22344577,0.2114649,-0.011980876,stable
423,423,0.9986743,0.0144299995,0.0113699995,-0.00306,0.00306,0.0014835928,0.0013802433,-0.00010334945,stable
2201,2201,0.99867433,0.01229,0.015509999,0.0032199994,0.0032199994,0.0013136306,0.0017364523,0.00042282173,stable
3966,3966,0.99867475,0.0101499995,0.01721,0.0070599997,0.0070599997,0.0011640022,0.0021153162,0.000951314,stable
1997,1997,0.9986749,0.016719999,0.01642,-0.0002999995,0.0002999995,0.0009624438,0.0009736694,1.122558e-05,stable
2059,2059,0.9986763,0.01578,0.01625,0.0004699994,0.0004699994,0.0009827748,0.0013315548,0.00034878007,stable
5321,5321,0.99867666,0.0014899999,0.00659,0.0050999997,0.0050999997,4.9277987e-05,4.2480115e-05,-6.7978726e-06,stable
4730,4730,0.9986769,0.0092899995,0.00945,0.00016000029,0.00016000029,0.00082644325,0.0007523799,-7.406337e-05,stable
571,571,0.99867845,0.01731,0.01736,5.0000846e-05,5.0000846e-05,0.003232705,0.0036219305,0.00038922555,stable
3545,3545,0.99867916,0.00839,0.00096,-0.00743,0.00743,0.00012576443,3.385305e-05,-9.191138e-05,stable
2906,2906,0.9986795,0.97334,0.97283,-0.00050997734,0.00050997734,0.2156879,0.2087217,-0.0069662035,stable
2411,2411,0.99868023,0.017439999,0.01667,-0.0007699989,0.0007699989,0.0022595539,0.0011987417,-0.0010608122,stable
2405,2405,0.99868035,0.015789999,0.01627,0.0004800018,0.0004800018,0.0012228074,0.001237581,1.477357e-05,stable
5208,5208,0.9986805,0.01761,0.01723,-0.0003800001,0.0003800001,0.0040425966,0.0029361062,-0.0011064904,stable
5204,5204,0.99868107,0.012929999,0.01667,0.0037400005,0.0037400005,0.001658208,0.0028794336,0.0012212256,stable
2467,2467,0.9986814,0.00091999996,0.00072,-0.00019999995,0.00019999995,3.1083753e-05,2.5289311e-05,-5.7944417e-06,stable
5712,5712,0.9986814,0.00084,0.01176,0.01092,0.01092,3.1377556e-05,0.000678554,0.00064717646,stable
1584,1584,0.9986818,0.01735,0.01732,-2.9999763e-05,2.9999763e-05,0.004278026,0.0037888489,-0.0004891772,stable
909,909,0.9986832,0.00481,0.00367,-0.0011399998,0.0011399998,6.318813e-05,6.008521e-05,-3.1029158e-06,stable
3006,3006,0.9986837,0.00871,0.00869,-2.0000152e-05,2.0000152e-05,0.000673051,0.00049948995,-0.00017356104,stable
5932,5932,0.99868447,0.00897,0.00909,0.00011999998,0.00011999998,0.0011610172,0.0009102985,-0.00025071873,stable
4671,4671,0.9986859,0.01733,0.01413,-0.0032000002,0.0032000002,0.0014595236,0.0010587564,-0.0004007672,stable
2709,2709,0.99868613,0.012929999,0.01042,-0.002509999,0.002509999,0.0010707773,0.0008539513,-0.00021682598,stable
326,326,0.99868625,0.97436,0.97402996,-0.00033003092,0.00033003092,0.2803781,0.25995672,-0.020421386,stable
5191,5191,0.99868685,0.01742,0.01619,-0.0012299996,0.0012299996,0.0024088086,0.0009007391,-0.0015080695,stable
4781,4781,0.9986882,0.00902,0.00875,-0.00026999973,0.00026999973,0.0005452338,0.00029482367,-0.0002504101,stable
2300,2300,0.9986905,0.00143,0.00111,-0.00032,0.00032,5.5478733e-05,3.5513465e-05,-1.9965268e-05,stable
1620,1620,0.99869084,0.0121,0.016789999,0.004689999,0.004689999,0.0010922822,0.003020404,0.0019281217,stable
3721,3721,0.99869096,0.00067,0.00065,-1.9999978e-05,1.9999978e-05,2.1309943e-05,2.3447614e-05,2.137671e-06,stable
942,942,0.99869233,0.00947,0.00988,0.00040999986,0.00040999986,0.00070349773,0.00079448376,9.0986025e-05,stable
4151,4151,0.99869525,0.01065,0.0137,0.0030500004,0.0030500004,0.0005624268,0.00095840864,0.00039598183,stable
5637,5637,0.9986954,0.00839,0.008719999,0.00032999925,0.00032999925,0.0012357978,0.0014062817,0.00017048395,stable
4898,4898,0.9986982,0.97442997,0.97402,-0.00040996075,0.00040996075,0.2979969,0.27998585,-0.018011063,stable
169,169,0.9987047,0.00857,0.008359999,-0.0002100002,0.0002100002,0.00083626783,0.000889111,5.2843185e-05,stable
3456,3456,0.99870574,0.97578996,0.96897,-0.0068199635,0.0068199635,0.19337882,0.18633048,-0.0070483387,stable
188,188,0.998706,0.0049199997,0.00707,0.00215,0.00215,4.8516762e-05,6.665719e-05,1.8140425e-05,stable
281,281,0.9987069,0.01304,0.01163,-0.00141,0.00141,0.0006544316,0.00035275318,-0.0003016784,stable
4233,4233,0.99870706,0.00091999996,0.00088999997,-2.9999996e-05,2.9999996e-05,3.011405e-05,2.7877482e-05,-2.2365675e-06,stable
4307,4307,0.99870765,0.01728,0.017169999,-0.00011000037,0.00011000037,0.0046846005,0.004409136,-0.00027546473,stable
944,944,0.9987089,0.00895,0.00116,-0.0077899997,0.0077899997,0.00097631145,5.3695476e-05,-0.000922616,stable
4211,4211,0.9987093,0.0126,0.01383,0.0012299996,0.0012299996,0.0006338999,0.0008908212,0.00025692134,stable
5511,5511,0.9987099,0.97178,0.97157997,-0.00020003319,0.00020003319,0.20571765,0.20593634,0.00021868944,stable
2098,2098,0.9987104,0.0039999997,0.00823,0.00423,0.00423,4.746755e-05,0.00012954281,8.207526e-05,stable
344,344,0.99871117,0.015689999,0.012709999,-0.0029799994,0.0029799994,0.0009524923,0.00022673994,-0.0007257523,stable
2505,2505,0.9987113,0.01488,0.014409999,-0.00047000032,0.00047000032,0.0007036524,0.0006556335,-4.8018876e-05,stable
2843,2843,0.99871176,0.01711,0.01698,-0.0001299996,0.0001299996,0.003220843,0.0035057757,0.0002849328,stable
167,167,0.99871266,0.01749,0.01732,-0.0001699999,0.0001699999,0.0059752963,0.007156317,0.0011810209,stable
2865,2865,0.9987129,0.01675,0.01628,-0.00047000125,0.00047000125,0.00085521775,0.0008755487,2.0330946e-05,stable
5231,5231,0.9987129,0.00163,0.016069999,0.014439999,0.014439999,7.939934e-05,0.0013447604,0.0012653611,stable
2787,2787,0.9987143,0.01545,0.01575,0.00030000042,0.00030000042,0.000643864,0.0007191383,7.527432e-05,stable
2819,2819,0.9987143,0.0063199997,0.00921,0.0028900001,0.0028900001,6.0703678e-05,0.0011655766,0.0011048729,stable
1996,1996,0.9987155,0.00859,0.00084,-0.00775,0.00775,0.00042628928,3.0020827e-05,-0.00039626844,stable
878,878,0.9987172,0.00119,0.00104,-0.00014999998,0.00014999998,4.4113738e-05,3.4114666e-05,-9.999072e-06,stable
1590,1590,0.99871784,0.00907,0.0128999995,0.0038299998,0.0038299998,0.0003408545,0.0008360959,0.0004952414,stable
3086,3086,0.9987183,0.00052999996,0.00039,-0.00013999996,0.00013999996,1.809071e-05,1.1516873e-05,-6.573837e-06,stable
4463,4463,0.99871874,0.016169999,0.01261,-0.0035599992,0.0035599992,0.0016975872,0.0008098304,-0.0008877568,stable
5359,5359,0.9987191,0.0175,0.01732,-0.00018000044,0.00018000044,0.0028650023,0.0021461174,-0.00071888487,stable
6,6,0.9987194,0.01729,0.01729,0.0,0.0,0.0033419118,0.003157618,-0.00018429384,stable
1950,1950,0.99871993,0.01282,0.01151,-0.0013100002,0.0013100002,0.0014340264,0.0013735478,-6.0478575e-05,stable
5087,5087,0.99872077,0.0011199999,0.0045499997,0.0034299998,0.0034299998,3.2682714e-05,3.987984e-05,7.1971263e-06,stable
374,374,0.9987209,0.01674,0.0155,-0.0012400001,0.0012400001,0.0019826845,0.0019720187,-1.0665739e-05,stable
525,525,0.99872184,0.01705,0.0168,-0.0002500005,0.0002500005,0.002237941,0.0029519298,0.0007139889,stable
2416,2416,0.99872243,0.0113699995,0.01036,-0.0010099998,0.0010099998,0.0013688754,0.0012254854,-0.00014339003,stable
1860,1860,0.9987234,0.017409999,0.0090499995,-0.008359999,0.008359999,0.0023966986,0.0004985649,-0.0018981337,stable
3511,3511,0.99872345,0.015859999,0.01629,0.00043000095,0.00043000095,0.0013094255,0.0014406331,0.00013120763,stable
1131,1131,0.9987235,0.01715,0.01691,-0.00023999996,0.00023999996,0.0040438874,0.004715394,0.00067150686,stable
1556,1556,0.99872434,0.97301,0.9738,0.00078999996,0.00078999996,0.2582753,0.2587243,0.0004490018,stable
764,764,0.998726,0.97385997,0.97419,0.00033003092,0.00033003092,0.26884264,0.26853946,-0.00030317903,stable
2912,2912,0.99872625,0.00868,0.008719999,3.9999373e-05,3.9999373e-05,0.0005854146,0.00037727997,-0.00020813462,stable
3516,3516,0.99872637,0.0109,0.00991,-0.0009900006,0.0009900006,0.000748077,0.000554222,-0.00019385503,stable
5334,5334,0.99872756,0.0021499998,0.00117,-0.0009799999,0.0009799999,6.915145e-05,5.055503e-05,-1.859642e-05,stable
2742,2742,0.9987282,0.01659,0.01454,-0.0020499993,0.0020499993,0.0008029502,0.0008585834,5.5633194e-05,stable
487,487,0.99872863,0.01812,0.016099999,-0.0020200014,0.0020200014,0.0042033317,0.002072685,-0.0021306467,stable
1859,1859,0.9987288,0.010369999,0.011399999,0.0010299999,0.0010299999,0.0005408325,0.00076270656,0.00022187404,stable
2569,2569,0.9987294,0.96823996,0.96884,0.00060003996,0.00060003996,0.14563459,0.15239805,0.0067634583,stable
2317,2317,0.99873066,0.01292,0.0131399995,0.00021999981,0.00021999981,0.0010783032,0.0012003722,0.00012206903,stable
1508,1508,0.99873114,0.97458,0.97356,-0.0010200143,0.0010200143,0.250697,0.24685484,-0.0038421452,stable
2652,2652,0.9987329,0.012809999,0.01636,0.0035500005,0.0035500005,0.00027714734,0.00096905825,0.0006919109,stable
4866,4866,0.9987334,0.01636,0.00865,-0.0077099996,0.0077099996,0.002543757,0.0009744887,-0.0015692683,stable
1088,1088,0.9987346,0.97459996,0.97387,-0.0007299781,0.0007299781,0.25610778,0.2340834,-0.022024378,stable
5288,5288,0.9987366,0.99003,0.98996997,-6.0021877e-05,6.0021877e-05,0.29998702,0.28200144,-0.017985582,stable
5397,5397,0.9987377,0.01728,0.01676,-0.00052000023,0.00052000023,0.0015275491,0.0012926086,-0.00023494055,stable
1587,1587,0.99873817,0.008669999,0.008599999,-7.000007e-05,7.000007e-05,0.0005490494,0.00044278897,-0.00010626044,stable
3087,3087,0.9987382,0.98095995,0.97994,-0.0010199547,0.0010199547,0.21020189,0.19958328,-0.010618612,stable
3548,3548,0.998739,0.016449999,0.015579999,-0.00086999964,0.00086999964,0.0016563889,0.001418327,-0.00023806188,stable
3809,3809,0.998739,0.0087,0.00864,-6.0000457e-05,6.0000457e-05,0.00073367095,0.00034845062,-0.00038522034,stable
4597,4597,0.9987401,0.00949,0.01003,0.00053999946,0.00053999946,0.0008799341,0.0010621545,0.00018222042,stable
1086,1086,0.9987402,0.00841,0.01026,0.0018499997,0.0018499997,0.00046507452,0.000707975,0.00024290048,stable
4943,4943,0.99874043,0.017479999,0.0175,2.0001084e-05,2.0001084e-05,0.007254437,0.007873216,0.00061877863,stable
4663,4663,0.99874055,0.01691,0.01601,-0.00090000033,0.00090000033,0.0017750433,0.0014943002,-0.00028074312,stable
3258,3258,0.9987407,0.97293997,0.97226,-0.0006799698,0.0006799698,0.25021696,0.22877179,-0.02144517,stable
1097,1097,0.9987415,0.0179,0.0176,-0.0002999995,0.0002999995,0.0036931073,0.0030076592,-0.00068544806,stable
4353,4353,0.99874216,0.016339999,0.01127,-0.005069999,0.005069999,0.0020060495,0.0008762197,-0.0011298298,stable
2818,2818,0.99874353,0.00071,0.00068,-2.9999996e-05,2.9999996e-05,2.5442632e-05,2.5024776e-05,-4.1785643e-07,stable
2519,2519,0.9987447,0.97209996,0.97113997,-0.0009599924,0.0009599924,0.21409085,0.20862593,-0.0054649264,stable
3329,3329,0.998745,0.01145,0.0088599995,-0.0025900006,0.0025900006,0.0012863795,0.00051419926,-0.00077218027,stable
3841,3841,0.99874544,0.01464,0.0167,0.0020599999,0.0020599999,0.0006240924,0.0030339388,0.0024098465,stable
3245,3245,0.998746,0.01833,0.0178,-0.0005300008,0.0005300008,0.004872447,0.0049099424,3.7495513e-05,stable
2847,2847,0.9987462,0.01459,0.01311,-0.0014800001,0.0014800001,0.0006677771,0.00044174874,-0.00022602835,stable
3658,3658,0.9987463,0.01349,0.0091699995,-0.0043200003,0.0043200003,0.0016358768,0.0011611653,-0.00047471153,stable
919,919,0.99874675,0.01816,0.01766,-0.000500001,0.000500001,0.0028026665,0.0032169286,0.00041426206,stable
4003,4003,0.99874735,0.0021799998,0.0022099998,2.9999996e-05,2.9999996e-05,2.8088145e-05,2.9569577e-05,1.4814323e-06,stable
3504,3504,0.99874747,0.00845,0.008289999,-0.00016000029,0.00016000029,0.00041329302,0.00052497565,0.00011168263,stable
1613,1613,0.9987475,0.97139996,0.97072995,-0.0006700158,0.0006700158,0.19706884,0.193849,-0.003219843,stable
42,42,0.9987507,0.0109399995,0.01078,-0.00015999936,0.00015999936,0.0013672789,0.0011401405,-0.0002271384,stable
424,424,0.99875134,0.01732,0.00995,-0.00737,0.00737,0.0011318942,0.00026820644,-0.0008636877,stable
2089,2089,0.99875176,0.01712,0.015579999,-0.0015400006,0.0015400006,0.0024104114,0.0010765105,-0.0013339008,stable
2340,2340,0.9987526,0.0009,0.00101,0.00011000002,0.00011000002,2.8762706e-05,2.8761333e-05,-1.373337e-09,stable
6097,6097,0.9987532,0.00838,0.00105,-0.0073299995,0.0073299995,0.00019395213,1.4085181e-05,-0.00017986695,stable
1767,1767,0.99875367,0.01708,0.016719999,-0.00036000088,0.00036000088,0.0022683966,0.0023309935,6.2596984e-05,stable
3534,3534,0.99875474,0.00877,0.01688,0.00811,0.00811,0.00076201995,0.0044445377,0.0036825177,stable
472,472,0.99875593,0.01694,0.016889999,-5.0000846e-05,5.0000846e-05,0.0062742843,0.006016862,-0.00025742222,stable
5649,5649,0.9987563,0.00863,0.01644,0.0078100003,0.0078100003,0.00061394705,0.002075585,0.001461638,stable
2417,2417,0.998757,0.01373,0.016859999,0.0031299992,0.0031299992,0.0021136063,0.003945411,0.0018318049,stable
5228,5228,0.99875796,0.01722,0.01697,-0.0002500005,0.0002500005,0.0038580552,0.004424686,0.00056663086,stable
1095,1095,0.9987589,0.0013799999,0.00054,-0.00083999994,0.00083999994,2.7663846e-05,1.5570578e-05,-1.2093267e-05,stable
2383,2383,0.99875903,0.01133,0.00154,-0.0097900005,0.0097900005,0.0003142867,4.7206933e-05,-0.00026707977,stable
1705,1705,0.9987595,0.00094,0.0018999999,0.0009599999,0.0009599999,2.4112316e-05,1.7519576e-05,-6.5927397e-06,stable
1872,1872,0.99876034,0.013239999,0.014099999,0.00086000003,0.00086000003,0.0002584745,0.00048641843,0.00022794394,stable
2076,2076,0.99876046,0.018129999,0.017989999,-0.00014000013,0.00014000013,0.012663585,0.012201274,-0.00046231132,stable
2660,2660,0.9987606,0.015339999,0.00113,-0.01421,0.01421,0.0007702219,3.926103e-05,-0.00073096086,stable
4703,4703,0.9987615,0.01151,0.01012,-0.0013899999,0.0013899999,0.00029154064,0.00035038078,5.8840145e-05,stable
2294,2294,0.9987627,0.00998,0.00077,-0.00921,0.00921,0.00028736013,2.1628037e-05,-0.0002657321,stable
4654,4654,0.99876285,0.0077799996,0.011949999,0.0041699996,0.0041699996,7.319546e-05,0.00015368649,8.049103e-05,stable
4081,4081,0.99876404,0.01598,0.01516,-0.0008199997,0.0008199997,0.0007334741,0.00042816895,-0.00030530515,stable
4695,4695,0.9987648,0.017169999,0.017129999,-4.0000305e-05,4.0000305e-05,0.0045594485,0.0058190427,0.0012595942,stable
227,227,0.99876535,0.01675,0.01554,-0.0012100004,0.0012100004,0.0014877659,0.00083851937,-0.00064924656,stable
2147,2147,0.99876565,0.0013199999,0.00068999996,-0.00062999997,0.00062999997,2.686691e-05,2.2883114e-05,-3.983796e-06,stable
1621,1621,0.99876624,0.01707,0.01692,-0.00014999881,0.00014999881,0.0028162682,0.0033005106,0.00048424234,stable
3913,3913,0.99876773,0.00979,0.011829999,0.0020399997,0.0020399997,0.0006540036,0.0006140048,-3.999879e-05,stable
163,163,0.9987706,0.01466,0.01029,-0.00437,0.00437,0.0010233343,0.0005385015,-0.00048483285,stable
4337,4337,0.9987706,0.00088999997,0.0010599999,0.00016999996,0.00016999996,3.0390247e-05,3.1213807e-05,8.235602e-07,stable
4995,4995,0.9987706,0.01206,0.016999999,0.0049399994,0.0049399994,0.00037874462,0.0029576966,0.002578952,stable
5254,5254,0.99877125,0.9745,0.97384995,-0.00065004826,0.00065004826,0.2650782,0.2463472,-0.018730983,stable
5703,5703,0.9987713,0.00673,0.00098,-0.00575,0.00575,8.123947e-05,3.4826044e-05,-4.641343e-05,stable
2500,2500,0.99877286,0.01663,0.016339999,-0.0002900008,0.0002900008,0.0017719952,0.0016571768,-0.00011481845,stable
3323,3323,0.99877304,0.01313,0.01163,-0.0015000002,0.0015000002,0.0009954256,0.0008995677,-9.585795e-05,stable
2915,2915,0.9987733,0.01346,0.011609999,-0.0018500006,0.0018500006,0.0011744205,0.0011115331,-6.2887324e-05,stable
3463,3463,0.99877346,0.0012599999,0.00838,0.0071199997,0.0071199997,3.172602e-05,0.00032874147,0.00029701545,stable
634,634,0.9987737,0.01157,0.01684,0.0052699996,0.0052699996,0.0005900058,0.0019691961,0.0013791904,stable
2701,2701,0.99877375,0.01761,0.00904,-0.0085700005,0.0085700005,0.0022533475,0.00054261397,-0.0017107336,stable
173,173,0.9987738,0.0014599999,0.0010299999,-0.00043000001,0.00043000001,5.963252e-05,3.7473288e-05,-2.215923e-05,stable
3253,3253,0.9987738,0.01673,0.015179999,-0.0015500002,0.0015500002,0.0011444086,0.00078076054,-0.00036364805,stable
2877,2877,0.9987745,0.01172,0.0165,0.00478,0.00478,0.001378189,0.0020775814,0.0006993924,stable
2270,2270,0.99877465,0.01712,0.00913,-0.00799,0.00799,0.0018772756,0.000491383,-0.0013858926,stable
5040,5040,0.99877495,0.0010899999,0.00722,0.00613,0.00613,4.552654e-05,5.9438113e-05,1.3911573e-05,stable
54,54,0.9987752,0.01729,0.01719,-9.999983e-05,9.999983e-05,0.0024574988,0.0020338446,-0.00042365422,stable
2908,2908,0.9987755,0.00863,0.00849,-0.00014000013,0.00014000013,0.00067353935,0.00031884242,-0.00035469694,stable
5783,5783,0.99877614,0.01738,0.017169999,-0.0002100002,0.0002100002,0.0034951281,0.0043349876,0.0008398595,stable
446,446,0.99877685,0.0010299999,0.00131,0.00028000004,0.00028000004,4.5357097e-05,2.9826684e-05,-1.5530413e-05,stable
401,401,0.9987783,0.01763,0.01721,-0.0004200004,0.0004200004,0.0076818466,0.0073398263,-0.0003420203,stable
6042,6042,0.99877834,0.017479999,0.017269999,-0.0002100002,0.0002100002,0.0031363126,0.0038579456,0.00072163297,stable
6059,6059,0.99877834,0.01864,0.018099999,-0.0005400013,0.0005400013,0.006335217,0.006868393,0.0005331761,stable
5189,5189,0.99877846,0.00935,0.00864,-0.0007100003,0.0007100003,0.00045604125,0.00024078443,-0.00021525682,stable
5953,5953,0.9987786,0.00869,0.011109999,0.0024199998,0.0024199998,0.00020517585,0.00029612574,9.094989e-05,stable
2504,2504,0.99878144,0.00104,0.00062999997,-0.00041000004,0.00041000004,2.8794715e-05,1.8243774e-05,-1.0550941e-05,stable
4696,4696,0.9987842,0.016889999,0.01673,-0.00015999936,0.00015999936,0.0031711734,0.0036520504,0.000480877,stable
4077,4077,0.998785,0.015489999,0.01255,-0.002939999,0.002939999,0.0007707796,0.00030304305,-0.00046773657,stable
5707,5707,0.9987853,0.01521,0.0155299995,0.00031999964,0.00031999964,0.001003464,0.001189933,0.00018646906,stable
5732,5732,0.998787,0.01697,0.017239999,0.00026999973,0.00026999973,0.0011638652,0.0031906476,0.0020267824,stable
1924,1924,0.99878836,0.009889999,0.01246,0.0025700005,0.0025700005,0.0011370417,0.0012415391,0.00010449742,stable
2985,2985,0.998789,0.00136,0.00104,-0.00032,0.00032,5.3158597e-05,3.673986e-05,-1.6418737e-05,stable
4440,4440,0.99879116,0.97481,0.97457,-0.0002400279,0.0002400279,0.2898909,0.27858594,-0.011304945,stable
2084,2084,0.9987912,0.00065,0.00432,0.0036699998,0.0036699998,2.5065323e-05,8.961571e-05,6.455038e-05,stable
567,567,0.9987937,0.97358996,0.98068,0.007090032,0.007090032,0.27840313,0.2600904,-0.018312722,stable
6088,6088,0.9987937,0.01674,0.01562,-0.0011200001,0.0011200001,0.0012781263,0.001193889,-8.423731e-05,stable
3103,3103,0.9987947,0.015509999,0.01069,-0.0048199994,0.0048199994,0.0010831193,0.0007360476,-0.00034707173,stable
3928,3928,0.9987947,0.01603,0.015789999,-0.00024000183,0.00024000183,0.001954717,0.002002606,4.788884e-05,stable
1102,1102,0.9987951,0.01786,0.01507,-0.0027899994,0.0027899994,0.0022496344,0.0012017173,-0.0010479171,stable
2432,2432,0.9987961,0.0084,0.008289999,-0.00011000037,0.00011000037,0.00036362838,0.00025804312,-0.00010558526,stable
1662,1662,0.9987962,0.00081,0.015339999,0.014529999,0.014529999,3.4677225e-05,0.0006423709,0.0006076937,stable
429,429,0.9987972,0.0144,0.01594,0.0015399996,0.0015399996,0.0004470024,0.0005523997,0.00010539731,stable
5463,5463,0.99879766,0.98032,0.98043996,0.00011998415,0.00011998415,0.23517695,0.2224382,-0.012738749,stable
3720,3720,0.99879795,0.01797,0.01767,-0.0002999995,0.0002999995,0.0043568686,0.0035093417,-0.0008475268,stable
6111,6111,0.9987991,0.0177,0.01759,-0.00011000037,0.00011000037,0.005735013,0.006408987,0.00067397393,stable
485,485,0.99879944,0.0144,0.01225,-0.00215,0.00215,0.0013501829,0.0010844187,-0.0002657642,stable
35,35,0.99879956,0.01416,0.011709999,-0.0024500005,0.0024500005,0.0012077363,0.0011441828,-6.355357e-05,stable
5197,5197,0.9987998,0.00084999995,0.014079999,0.01323,0.01323,2.8755883e-05,0.00061481545,0.0005860596,stable
3483,3483,0.9988003,0.00822,0.00065999996,-0.0075600003,0.0075600003,0.00029627548,2.238759e-05,-0.00027388788,stable
5734,5734,0.9988003,0.00859,0.0083,-0.00028999988,0.00028999988,0.000807069,0.00018773742,-0.0006193316,stable
5526,5526,0.9988008,0.01711,0.016929999,-0.00018000044,0.00018000044,0.010303041,0.008927139,-0.0013759015,stable
2306,2306,0.99880254,0.01668,0.01692,0.00023999996,0.00023999996,0.0018054936,0.002451464,0.00064597046,stable
