base_feature,tuned_feature,decoder_cosine,base_frequency,tuned_frequency,frequency_delta,frequency_delta_abs,base_mean_activation,tuned_mean_activation,mean_activation_delta,category
2741,2741,0.9966862,0.97248995,0.97265,0.00016003847,0.00016003847,0.21710093,0.2174788,0.00037786365,stable
6109,6109,0.99668694,0.016859999,0.016859999,0.0,0.0,0.002108185,0.0020019007,-0.000106284395,stable
4665,4665,0.9966923,0.97253996,0.9787,0.006160021,0.006160021,0.22936386,0.21331637,-0.016047493,stable
2156,2156,0.9966953,0.97143,0.96976995,-0.001660049,0.001660049,0.19753274,0.16115835,-0.03637439,stable
180,180,0.9966958,0.97366995,0.97278,-0.00088995695,0.00088995695,0.30218768,0.27894554,-0.023242146,stable
5943,5943,0.99669814,0.97002,0.97045,0.0004299879,0.0004299879,0.1704789,0.17405562,0.0035767257,stable
1516,1516,0.99670017,0.97832,0.97871995,0.00039994717,0.00039994717,0.18926664,0.18052402,-0.008742616,stable
866,866,0.99670535,0.98823,0.98792,-0.00031000376,0.00031000376,0.27318045,0.23865113,-0.03452933,stable
1129,1129,0.9967071,0.97165996,0.97248995,0.0008299947,0.0008299947,0.20760792,0.21571054,0.008102611,stable
291,291,0.9967075,0.97165,0.97167,1.9967556e-05,1.9967556e-05,0.2274141,0.21478355,-0.012630552,stable
2784,2784,0.99670863,0.97212,0.972,-0.00011998415,0.00011998415,0.21788271,0.20968589,-0.008196816,stable
5238,5238,0.9967102,0.97244,0.97173,-0.0007100105,0.0007100105,0.22053203,0.20524925,-0.01528278,stable
2641,2641,0.9967155,0.97078997,0.96987,-0.0009199977,0.0009199977,0.1877879,0.18079968,-0.0069882274,stable
2142,2142,0.9967164,0.97006,0.97047997,0.00041997433,0.00041997433,0.19204262,0.17048699,-0.021555632,stable
3310,3310,0.99671924,0.96904,0.96945995,0.00041997433,0.00041997433,0.17874594,0.17868918,-5.6758523e-05,stable
3629,3629,0.99672127,0.0016099999,0.0021199998,0.0005099999,0.0005099999,3.3893157e-05,3.4087287e-05,1.9412983e-07,stable
5282,5282,0.9967215,0.96852,0.96928,0.0007600188,0.0007600188,0.17787996,0.18099539,0.0031154305,stable
5927,5927,0.996722,0.97203,0.97147995,-0.00055003166,0.00055003166,0.25311214,0.24648224,-0.006629899,stable
5744,5744,0.9967245,0.97216,0.98757,0.015410006,0.015410006,0.20647189,0.20814246,0.0016705692,stable
1628,1628,0.9967295,0.97094,0.97511,0.0041700006,0.0041700006,0.14997238,0.16559102,0.015618637,stable
138,138,0.99673146,0.00893,0.0090499995,0.00011999998,0.00011999998,0.00068138435,0.00045889913,-0.00022248522,stable
4728,4728,0.9967345,0.96981996,0.96879,-0.0010299683,0.0010299683,0.16815452,0.15341057,-0.014743954,stable
20,20,0.9967346,0.009769999,0.01656,0.00679,0.00679,0.00032891953,0.00042371993,9.48004e-05,stable
4673,4673,0.9967346,0.9737,0.97968996,0.005989969,0.005989969,0.28088722,0.24418356,-0.03670366,stable
1616,1616,0.9967365,0.9774,0.97784996,0.00044995546,0.00044995546,0.16370228,0.17067027,0.0069679916,stable
4751,4751,0.9967377,0.97167,0.97179997,0.00012999773,0.00012999773,0.19819002,0.19451927,-0.003670752,stable
3311,3311,0.9967422,0.9805,0.97982997,-0.0006700158,0.0006700158,0.2125262,0.19326773,-0.01925847,stable
2285,2285,0.9967431,0.97186,0.97366995,0.0018099546,0.0018099546,0.19783092,0.21795042,0.020119503,stable
90,90,0.9967438,0.97069997,0.97086996,0.00016999245,0.00016999245,0.20301867,0.19421616,-0.008802503,stable
2111,2111,0.9967451,0.98151,0.97985,-0.0016599894,0.0016599894,0.24651974,0.21684983,-0.02966991,stable
5771,5771,0.99674535,0.96923995,0.97343,0.0041900277,0.0041900277,0.17855376,0.18672282,0.008169055,stable
13,13,0.9967475,0.97233,0.97216,-0.00016999245,0.00016999245,0.22279121,0.22385082,0.0010596067,stable
428,428,0.9967475,0.97226995,0.97217,-9.995699e-05,9.995699e-05,0.2216739,0.21057707,-0.011096835,stable
5041,5041,0.9967481,0.97446996,0.97354996,-0.0009199977,0.0009199977,0.25677234,0.2286521,-0.028120235,stable
5524,5524,0.9967486,0.97064,0.96888,-0.001760006,0.001760006,0.18793249,0.16174072,-0.026191771,stable
439,439,0.9967487,0.009,0.0173,0.008300001,0.008300001,0.0009687006,0.004803045,0.0038343444,stable
3808,3808,0.99674976,0.98146,0.97839,-0.0030699968,0.0030699968,0.22394793,0.20109406,-0.022853866,stable
4343,4343,0.996753,0.97192997,0.97075,-0.0011799932,0.0011799932,0.22782227,0.18849719,-0.03932509,stable
4637,4637,0.99675393,0.96953,0.97058,0.0010499954,0.0010499954,0.20171413,0.19799323,-0.0037208945,stable
3916,3916,0.99675417,0.97191,0.97248995,0.0005799532,0.0005799532,0.20177357,0.21720359,0.015430018,stable
2578,2578,0.99675494,0.9738,0.974,0.00019997358,0.00019997358,0.25663453,0.2543874,-0.002247125,stable
5925,5925,0.996756,0.97299,0.97195995,-0.0010300279,0.0010300279,0.24629153,0.21624433,-0.030047208,stable
4967,4967,0.99675745,0.97279,0.98715997,0.014369965,0.014369965,0.24249253,0.23240836,-0.010084167,stable
3842,3842,0.99676013,0.97225,0.97199,-0.00025999546,0.00025999546,0.24042913,0.20805383,-0.032375306,stable
4631,4631,0.99676013,0.97038996,0.97089,0.00050002337,0.00050002337,0.20171453,0.20105681,-0.00065772235,stable
2216,2216,0.9967611,0.9705,0.97056997,6.997585e-05,6.997585e-05,0.19385226,0.18579675,-0.008055508,stable
5864,5864,0.99676186,0.97350997,0.9738,0.0002900362,0.0002900362,0.21768358,0.22147831,0.0037947297,stable
2814,2814,0.99676347,0.97068995,0.97082996,0.00014001131,0.00014001131,0.18155737,0.18380943,0.0022520572,stable
1660,1660,0.99676573,0.9705,0.97629,0.005789995,0.005789995,0.19415419,0.19044511,-0.0037090778,stable
1777,1777,0.99676573,0.97327,0.97388995,0.0006199479,0.0006199479,0.24956535,0.2593446,0.00977926,stable
4437,4437,0.9967661,0.97246,0.96875,-0.003709972,0.003709972,0.25947762,0.17424175,-0.085235864,stable
3267,3267,0.996767,0.97292,0.97222996,-0.000690043,0.000690043,0.22438335,0.21570595,-0.008677408,stable
5621,5621,0.9967674,0.97486997,0.97394997,-0.0009199977,0.0009199977,0.291323,0.25976014,-0.031562865,stable
3565,3565,0.99676883,0.97076,0.9705,-0.00025999546,0.00025999546,0.2315234,0.21265082,-0.018872574,stable
1324,1324,0.99677,0.9711,0.96764,-0.00345999,0.00345999,0.20813538,0.15596366,-0.052171722,stable
3583,3583,0.9967712,0.97124,0.97146,0.00022000074,0.00022000074,0.20818804,0.1975088,-0.010679245,stable
2621,2621,0.99677503,0.97064,0.9716,0.0009599924,0.0009599924,0.19094594,0.20408605,0.013140112,stable
766,766,0.9967755,0.97077,0.97191,0.0011399984,0.0011399984,0.20718424,0.22138429,0.014200047,stable
5718,5718,0.99677634,0.97268,0.97168,-0.0009999871,0.0009999871,0.21125086,0.20828317,-0.0029676855,stable
5007,5007,0.99677646,0.97121,0.98026997,0.009059966,0.009059966,0.20456894,0.20705196,0.0024830252,stable
1823,1823,0.99677736,0.98016995,0.97656995,-0.0036000013,0.0036000013,0.21924554,0.20425645,-0.014989093,stable
1374,1374,0.99677896,0.97318,0.97275996,-0.00042003393,0.00042003393,0.21029559,0.20891432,-0.0013812631,stable
3952,3952,0.9967796,0.98034996,0.97955,-0.00079995394,0.00079995394,0.22236523,0.21488696,-0.007478267,stable
692,692,0.99678046,0.98091996,0.98161,0.000690043,0.000690043,0.23762497,0.21593414,-0.02169083,stable
2862,2862,0.9967809,0.97257996,0.97244,-0.0001399517,0.0001399517,0.25122476,0.23268494,-0.018539816,stable
3553,3553,0.99678105,0.97157997,0.9783,0.0067200065,0.0067200065,0.19900054,0.19588803,-0.0031125098,stable
3835,3835,0.996782,0.98279,0.98644996,0.0036599636,0.0036599636,0.21379411,0.19610284,-0.01769127,stable
3111,3111,0.9967825,0.97125,0.97064996,-0.00060003996,0.00060003996,0.21985461,0.20932633,-0.010528281,stable
1985,1985,0.9967834,0.98219997,0.98525995,0.0030599833,0.0030599833,0.17975259,0.17695867,-0.002793923,stable
2092,2092,0.99678594,0.97392,0.9741,0.00018000603,0.00018000603,0.2717293,0.25822893,-0.013500363,stable
1627,1627,0.9967863,0.97938997,0.97916996,-0.00022000074,0.00022000074,0.18296875,0.18218617,-0.0007825792,stable
1889,1889,0.9967863,0.96983,0.97277,0.002939999,0.002939999,0.18896186,0.21595562,0.026993752,stable
1299,1299,0.9967876,0.98025995,0.98460996,0.0043500066,0.0043500066,0.1490839,0.15826796,0.0091840625,stable
4095,4095,0.99678874,0.97115,0.97208995,0.00093996525,0.00093996525,0.22176984,0.22695027,0.0051804334,stable
4659,4659,0.99678904,0.97154,0.97797996,0.006439984,0.006439984,0.21651578,0.20294423,-0.0135715455,stable
3156,3156,0.9967891,0.98705995,0.98692,-0.0001399517,0.0001399517,0.21094498,0.20178835,-0.009156629,stable
5648,5648,0.9967899,0.97230995,0.97066,-0.0016499758,0.0016499758,0.21273421,0.19693168,-0.015802532,stable
3773,3773,0.99679244,0.97133,0.97628,0.004949987,0.004949987,0.21695171,0.2058494,-0.011102319,stable
4581,4581,0.99679244,0.97291,0.97239995,-0.00051003695,0.00051003695,0.2559763,0.23914903,-0.016827255,stable
6029,6029,0.9967946,0.96813995,0.97205997,0.0039200187,0.0039200187,0.16086592,0.21827586,0.057409942,stable
1529,1529,0.99679583,0.97167,0.97270995,0.0010399818,0.0010399818,0.2069803,0.22506031,0.018080011,stable
4161,4161,0.99679685,0.96994996,0.97046,0.00051003695,0.00051003695,0.176829,0.19113988,0.0143108815,stable
713,713,0.9967983,0.97135997,0.97147995,0.00011998415,0.00011998415,0.19873475,0.1919836,-0.00675115,stable
715,715,0.9967983,0.97529,0.97396,-0.001330018,0.001330018,0.3029428,0.26107126,-0.041871548,stable
2739,2739,0.996799,0.97287,0.97287995,9.953976e-06,9.953976e-06,0.22656031,0.22185168,-0.004708633,stable
5793,5793,0.99680024,0.96993,0.97214997,0.002219975,0.002219975,0.18681523,0.19865793,0.011842698,stable
3972,3972,0.99680185,0.97319996,0.97233,-0.0008699894,0.0008699894,0.25175202,0.21638454,-0.035367474,stable
2313,2313,0.99680376,0.9859,0.98617995,0.00027996302,0.00027996302,0.194256,0.1887355,-0.005520493,stable
84,84,0.99680525,0.97103,0.97735995,0.0063299537,0.0063299537,0.20420408,0.21332781,0.009123728,stable
5706,5706,0.9968053,0.014789999,0.0152199995,0.00043000001,0.00043000001,0.0022230651,0.0020027354,-0.00022032973,stable
1598,1598,0.9968059,0.97968,0.97208,-0.0076000094,0.0076000094,0.21056035,0.20027581,-0.010284543,stable
789,789,0.99680847,0.97283,0.97297996,0.00014996529,0.00014996529,0.23473112,0.2340848,-0.00064632297,stable
4874,4874,0.996809,0.97413,0.97384995,-0.00028002262,0.00028002262,0.23256628,0.22118093,-0.011385351,stable
5438,5438,0.99680984,0.97283995,0.97160995,-0.0012300014,0.0012300014,0.24802934,0.24251223,-0.00551711,stable
5372,5372,0.9968107,0.97292995,0.98187995,0.008949995,0.008949995,0.29053897,0.28892532,-0.0016136467,stable
533,533,0.99681306,0.9705,0.97146,0.0009599924,0.0009599924,0.18944725,0.20395347,0.014506221,stable
2506,2506,0.9968146,0.97054,0.97077,0.00023001432,0.00023001432,0.19742431,0.20504236,0.0076180547,stable
1945,1945,0.99682,0.97858995,0.97907996,0.0004900098,0.0004900098,0.20181689,0.19110726,-0.010709628,stable
2977,2977,0.9968213,0.97151,0.97301996,0.0015099645,0.0015099645,0.19955887,0.20803976,0.008480892,stable
1341,1341,0.99682224,0.97871995,0.98070997,0.0019900203,0.0019900203,0.26036158,0.24382429,-0.016537294,stable
2117,2117,0.9968227,0.97644997,0.97621995,-0.00023001432,0.00023001432,0.17890105,0.18717347,0.008272424,stable
3924,3924,0.9968231,0.97145,0.97195995,0.00050997734,0.00050997734,0.22296107,0.22673337,0.0037723035,stable
2320,2320,0.99682343,0.97406,0.97304,-0.0010200143,0.0010200143,0.2808388,0.25807452,-0.022764266,stable
5302,5302,0.99682355,0.97145,0.96799,-0.00345999,0.00345999,0.19656703,0.14760928,-0.04895775,stable
4535,4535,0.9968239,0.97416997,0.97321,-0.0009599924,0.0009599924,0.25756922,0.23197007,-0.025599152,stable
5362,5362,0.99682474,0.9719,0.97165996,-0.0002400279,0.0002400279,0.23249137,0.22094148,-0.01154989,stable
1685,1685,0.9968273,0.9726,0.97361,0.0010100007,0.0010100007,0.22605702,0.23087753,0.0048205107,stable
3168,3168,0.99682754,0.96952,0.9695,-1.9967556e-05,1.9967556e-05,0.16098654,0.16286272,0.0018761754,stable
3025,3025,0.99682796,0.9695,0.96966,0.00015997887,0.00015997887,0.19204119,0.19013113,-0.0019100606,stable
4952,4952,0.9968314,0.97358,0.97214997,-0.0014300346,0.0014300346,0.28425112,0.25510672,-0.029144406,stable
352,352,0.9968321,0.97813,0.97732997,-0.00080001354,0.00080001354,0.22151485,0.21581532,-0.0056995302,stable
864,864,0.9968329,0.00102,0.00078,-0.00023999996,0.00023999996,3.495382e-05,2.2215643e-05,-1.2738177e-05,stable
731,731,0.9968352,0.96935,0.97843,0.009079993,0.009079993,0.1812489,0.18002588,-0.0012230277,stable
4977,4977,0.9968368,0.97181,0.97203,0.00022000074,0.00022000074,0.23308839,0.2322403,-0.0008480847,stable
5607,5607,0.9968381,0.01676,0.00797,-0.008789999,0.008789999,0.00027166205,0.00013595527,-0.00013570678,stable
4306,4306,0.9968392,0.008979999,0.01473,0.0057500005,0.0057500005,0.0003685064,0.0008921975,0.00052369107,stable
2053,2053,0.99684215,0.97157997,0.97077,-0.0008099675,0.0008099675,0.20885995,0.20299356,-0.0058663934,stable
2492,2492,0.9968426,0.97363997,0.97331995,-0.00032001734,0.00032001734,0.2647577,0.24987441,-0.01488328,stable
1126,1126,0.99684465,0.97240996,0.97305,0.0006400347,0.0006400347,0.22095948,0.22812656,0.007167071,stable
5823,5823,0.99684536,0.98841,0.98784,-0.0005699992,0.0005699992,0.21780871,0.22107656,0.0032678545,stable
447,447,0.99684733,0.97196996,0.97252,0.00055003166,0.00055003166,0.20795767,0.20939204,0.0014343709,stable
4991,4991,0.9968486,0.97107,0.97682995,0.0057599545,0.0057599545,0.19722383,0.18319675,-0.014027074,stable
3021,3021,0.99684876,0.97336996,0.97283995,-0.0005300045,0.0005300045,0.215305,0.22733739,0.01203239,stable
5262,5262,0.9968554,0.97104996,0.96769,-0.0033599734,0.0033599734,0.19051225,0.15580195,-0.034710303,stable
1114,1114,0.9968571,0.96923,0.96981996,0.0005899668,0.0005899668,0.19029877,0.19659124,0.0062924773,stable
6143,6143,0.9968599,0.97244,0.97315997,0.0007199645,0.0007199645,0.21173087,0.21506612,0.0033352524,stable
3169,3169,0.99686,0.9727,0.97266996,-3.0040741e-05,3.0040741e-05,0.2319697,0.22219148,-0.0097782165,stable
4641,4641,0.99686,0.97317,0.97275996,-0.00041002035,0.00041002035,0.25972617,0.216276,-0.04345016,stable
356,356,0.9968603,0.97129995,0.97240996,0.0011100173,0.0011100173,0.22558472,0.23069781,0.005113095,stable
598,598,0.9968606,0.97247,0.97264,0.00016999245,0.00016999245,0.21906148,0.21723214,-0.001829341,stable
2812,2812,0.9968668,0.97005,0.97031,0.00025999546,0.00025999546,0.18657976,0.18806882,0.0014890581,stable
948,948,0.9968672,0.96922,0.96799,-0.0012300014,0.0012300014,0.1924613,0.17002389,-0.022437409,stable
3265,3265,0.99686897,0.00881,0.00049,-0.00832,0.00832,0.00030203862,1.2857765e-05,-0.00028918087,stable
597,597,0.99686956,0.96891,0.96786,-0.0010499954,0.0010499954,0.1565153,0.15319473,-0.0033205748,stable
5067,5067,0.99687016,0.98425996,0.98612,0.0018600225,0.0018600225,0.15491723,0.18363328,0.028716058,stable
4002,4002,0.9968702,0.97902,0.9777,-0.0013200045,0.0013200045,0.2065024,0.18897308,-0.017529309,stable
1554,1554,0.99687207,0.97248995,0.97247,-1.9967556e-05,1.9967556e-05,0.22158071,0.21352941,-0.008051306,stable
1413,1413,0.9968727,0.97424996,0.97252995,-0.0017200112,0.0017200112,0.2390702,0.21039023,-0.028679982,stable
2454,2454,0.9968749,0.98737997,0.98196995,-0.0054100156,0.0054100156,0.19801508,0.20193268,0.0039176047,stable
1897,1897,0.99687827,0.97161996,0.97156996,-5.0008297e-05,5.0008297e-05,0.20183875,0.18952644,-0.012312308,stable
3665,3665,0.99688077,0.97349,0.97358996,9.995699e-05,9.995699e-05,0.23897201,0.23377882,-0.005193189,stable
622,622,0.99688196,0.96892995,0.96979,0.0008600354,0.0008600354,0.18925238,0.19304304,0.0037906617,stable
2902,2902,0.9968829,0.97314,0.98341,0.0102699995,0.0102699995,0.20854074,0.20757847,-0.0009622723,stable
1961,1961,0.99688417,0.97490996,0.97479,-0.00011998415,0.00011998415,0.30937192,0.3054296,-0.003942311,stable
158,158,0.9968844,0.97393,0.97371,-0.00022000074,0.00022000074,0.25656545,0.23232517,-0.024240285,stable
635,635,0.99688625,0.97113997,0.96968997,-0.0014500022,0.0014500022,0.19291593,0.17109129,-0.021824643,stable
1479,1479,0.99689364,0.01725,0.01749,0.00023999996,0.00023999996,0.0028602404,0.0032354607,0.00037522032,stable
4740,4740,0.9968945,0.96717995,0.96849996,0.0013200045,0.0013200045,0.15915595,0.17244987,0.013293922,stable
4934,4934,0.9968952,0.98041,0.97843,-0.0019800067,0.0019800067,0.22206695,0.1849466,-0.037120357,stable
3775,3775,0.9968967,0.97393996,0.97432,0.00038003922,0.00038003922,0.28278878,0.2732407,-0.009548098,stable
2274,2274,0.99689674,0.97111,0.97227997,0.0011699796,0.0011699796,0.20237234,0.21323317,0.010860831,stable
5500,5500,0.9969025,0.96971,0.97053,0.0008199811,0.0008199811,0.19960652,0.20463102,0.0050244927,stable
3549,3549,0.9969033,0.97182995,0.97084,-0.0009899735,0.0009899735,0.21149637,0.19466653,-0.016829833,stable
4944,4944,0.9969033,0.9719,0.97224,0.0003399849,0.0003399849,0.24669972,0.23726718,-0.009432539,stable
205,205,0.9969035,0.97448,0.97493,0.00045001507,0.00045001507,0.29642662,0.28759617,-0.008830458,stable
2075,2075,0.99690354,0.97628,0.97933,0.0030500293,0.0030500293,0.20412551,0.19232483,-0.011800677,stable
4636,4636,0.99690455,0.96773,0.9673,-0.0004299879,0.0004299879,0.16677985,0.15405123,-0.012728617,stable
1855,1855,0.9969047,0.97151995,0.97321,0.0016900301,0.0016900301,0.22192226,0.24112323,0.019200966,stable
4405,4405,0.996906,0.97448,0.97472,0.0002400279,0.0002400279,0.2905677,0.2810427,-0.009525001,stable
5316,5316,0.99691033,0.009,0.014939999,0.0059399996,0.0059399996,0.0005336943,0.0010616534,0.0005279591,stable
696,696,0.99691117,0.97207,0.97147,-0.00059998035,0.00059998035,0.23584573,0.22336617,-0.012479559,stable
1630,1630,0.99691224,0.97102,0.97090995,-0.000110030174,0.000110030174,0.19123465,0.20078163,0.00954698,stable
3217,3217,0.99691343,0.97371,0.97295,-0.0007600188,0.0007600188,0.23172429,0.21390198,-0.01782231,stable
5504,5504,0.99691534,0.97235996,0.97226,-9.995699e-05,9.995699e-05,0.2550258,0.25330377,-0.0017220378,stable
2378,2378,0.99691653,0.97068995,0.97161996,0.0009300113,0.0009300113,0.18396859,0.18397664,8.046627e-06,stable
1505,1505,0.99691725,0.9734,0.97378,0.0003799796,0.0003799796,0.24615566,0.24110875,-0.005046919,stable
4569,4569,0.99691725,0.96633,0.96801996,0.0016899705,0.0016899705,0.1462508,0.15669587,0.010445073,stable
3601,3601,0.99691767,0.97242,0.97345996,0.0010399818,0.0010399818,0.22118276,0.22952402,0.008341253,stable
2443,2443,0.9969198,0.97191995,0.97293997,0.0010200143,0.0010200143,0.22143863,0.22636823,0.004929602,stable
2241,2241,0.99692005,0.96952,0.98494,0.01542002,0.01542002,0.19353831,0.16399197,-0.029546335,stable
2502,2502,0.9969207,0.97214997,0.97179997,-0.00034999847,0.00034999847,0.2256267,0.2003568,-0.02526991,stable
4406,4406,0.9969208,0.97243,0.97225,-0.00018000603,0.00018000603,0.24034259,0.24187051,0.0015279204,stable
347,347,0.996922,0.97696996,0.98622996,0.009259999,0.009259999,0.16471562,0.17833172,0.0136161,stable
235,235,0.9969236,0.97138,0.97141,2.9981136e-05,2.9981136e-05,0.20069543,0.1964975,-0.0041979253,stable
4937,4937,0.9969262,0.97155,0.97244996,0.00089997053,0.00089997053,0.22891393,0.22338578,-0.005528152,stable
1875,1875,0.9969281,0.97424996,0.97455996,0.00031000376,0.00031000376,0.2496155,0.25015396,0.00053845346,stable
3796,3796,0.99692976,0.96914995,0.96990997,0.0007600188,0.0007600188,0.18689738,0.19084874,0.003951356,stable
4932,4932,0.9969307,0.98679,0.98661,-0.00018000603,0.00018000603,0.20321253,0.19737346,-0.0058390647,stable
4759,4759,0.9969319,0.97082996,0.97015,-0.0006799698,0.0006799698,0.21063611,0.1933262,-0.017309904,stable
5384,5384,0.99693346,0.97082996,0.97062,-0.00020998716,0.00020998716,0.19106878,0.19051228,-0.00055649877,stable
968,968,0.9969362,0.01014,0.0093,-0.0008399999,0.0008399999,0.0011019264,0.00090153044,-0.000200396,stable
89,89,0.9969366,0.98209,0.98459,0.0024999976,0.0024999976,0.1551229,0.18495406,0.029831156,stable
903,903,0.99693704,0.97262996,0.97231996,-0.00031000376,0.00031000376,0.23524566,0.23172374,-0.0035219193,stable
1506,1506,0.99693716,0.97189,0.97020996,-0.0016800165,0.0016800165,0.19291353,0.17417523,-0.0187383,stable
4926,4926,0.9969374,0.96961,0.97024,0.0006300211,0.0006300211,0.17849128,0.18379328,0.005301997,stable
3716,3716,0.99693817,0.97189,0.97212,0.00023001432,0.00023001432,0.22372012,0.2250612,0.0013410747,stable
4444,4444,0.9969394,0.98169,0.98206997,0.0003799796,0.0003799796,0.25490004,0.25293726,-0.001962781,stable
1750,1750,0.9969405,0.97590995,0.97612,0.00021004677,0.00021004677,0.3800366,0.37249354,-0.007543057,stable
586,586,0.9969423,0.97050995,0.96971,-0.00079995394,0.00079995394,0.1965296,0.18024483,-0.016284764,stable
2460,2460,0.99694335,0.98131996,0.98001,-0.0013099909,0.0013099909,0.23914902,0.23104003,-0.008108988,stable
6049,6049,0.99694407,0.97055995,0.96971,-0.00084996223,0.00084996223,0.18766472,0.18011722,-0.0075474977,stable
4845,4845,0.99694633,0.97269,0.97252,-0.00016999245,0.00016999245,0.22017282,0.21220258,-0.007970244,stable
5515,5515,0.9969471,0.013719999,0.01284,-0.00087999925,0.00087999925,0.0004045904,0.0004722697,6.76793e-05,stable
1657,1657,0.99694777,0.97064,0.97242,0.0017799735,0.0017799735,0.19627519,0.20661356,0.010338366,stable
2917,2917,0.9969524,0.97157997,0.97179997,0.00022000074,0.00022000074,0.21942566,0.20689884,-0.012526825,stable
2546,2546,0.9969528,0.97564,0.97572,7.998943e-05,7.998943e-05,0.19614671,0.18711607,-0.00903064,stable
4005,4005,0.99695295,0.97129,0.97183996,0.00054997206,0.00054997206,0.20810631,0.20328304,-0.0048232675,stable
3728,3728,0.9969535,0.98775995,0.99008995,0.0023300052,0.0023300052,0.27406126,0.2709948,-0.0030664504,stable
3153,3153,0.99695534,0.97394997,0.98102,0.007070005,0.007070005,0.2355473,0.24023433,0.004687026,stable
5686,5686,0.9969568,0.97393996,0.97336996,-0.0005699992,0.0005699992,0.24214816,0.23506984,-0.00707832,stable
5651,5651,0.9969572,0.00157,0.00094,-0.00062999997,0.00062999997,5.5212186e-05,3.0893167e-05,-2.4319019e-05,stable
673,673,0.99695754,0.98012996,0.98177,0.0016400218,0.0016400218,0.20600566,0.23859932,0.032593653,stable
5452,5452,0.9969576,0.01756,0.01785,0.0002900008,0.0002900008,0.0076500815,0.0065994738,-0.0010506078,stable
3861,3861,0.9969592,0.014699999,0.00851,-0.006189999,0.006189999,0.00020201674,0.00017458649,-2.7430258e-05,stable
4174,4174,0.9969645,0.97723997,0.97444,-0.0027999878,0.0027999878,0.18713292,0.19909155,0.011958629,stable
2255,2255,0.9969694,0.97777,0.97796,0.00019001961,0.00019001961,0.19955634,0.18709275,-0.012463585,stable
392,392,0.9969738,0.9711,0.97217995,0.0010799766,0.0010799766,0.20804441,0.20216236,-0.0058820546,stable
1040,1040,0.9969754,0.97239995,0.97100997,-0.0013899803,0.0013899803,0.21396028,0.18790004,-0.026060238,stable
6132,6132,0.9969754,0.97033995,0.97185,0.0015100241,0.0015100241,0.19318357,0.21164902,0.018465444,stable
3416,3416,0.99697566,0.97379,0.97287,-0.0009199977,0.0009199977,0.2384371,0.22021611,-0.01822099,stable
5974,5974,0.99697757,0.97163,0.97121,-0.00041997433,0.00041997433,0.2352649,0.21526957,-0.019995332,stable
5416,5416,0.9969801,0.98219997,0.98140997,-0.00078999996,0.00078999996,0.24677673,0.24115476,-0.0056219697,stable
1851,1851,0.9969818,0.01656,0.014719999,-0.00184,0.00184,0.0005154522,0.00033376896,-0.00018168322,stable
2797,2797,0.9969837,0.97236997,0.97186,-0.00050997734,0.00050997734,0.20497687,0.19387512,-0.0111017525,stable
2022,2022,0.9969839,0.96892995,0.97077996,0.001850009,0.001850009,0.19183148,0.20580605,0.013974562,stable
4192,4192,0.99698436,0.97020996,0.97202,0.0018100142,0.0018100142,0.1860873,0.19610363,0.010016337,stable
70,70,0.9969857,0.96993995,0.97911996,0.009180009,0.009180009,0.18191661,0.18645784,0.004541233,stable
2419,2419,0.99698627,0.97173,0.97084,-0.00089001656,0.00089001656,0.19316536,0.18256648,-0.010598883,stable
2471,2471,0.9969866,0.97969997,0.97248,-0.00721997,0.00721997,0.21452898,0.21747726,0.0029482841,stable
80,80,0.9969879,0.009699999,0.01342,0.0037200004,0.0037200004,0.0001542756,0.00076902396,0.00061474834,stable
609,609,0.9969887,0.97112995,0.96733,-0.003799975,0.003799975,0.19328289,0.1538707,-0.039412186,stable
3995,3995,0.9969914,0.98152,0.98095,-0.0005699992,0.0005699992,0.2368088,0.22476046,-0.012048349,stable
417,417,0.99699306,0.97371,0.97389996,0.00018996,0.00018996,0.29560438,0.28859138,-0.007012993,stable
698,698,0.99699366,0.97146,0.97174996,0.0002899766,0.0002899766,0.22914046,0.22530136,-0.0038391054,stable
112,112,0.9969937,0.97155,0.97103995,-0.00051003695,0.00051003695,0.22923702,0.20999359,-0.019243434,stable
4049,4049,0.9969944,0.98113996,0.98243,0.0012900233,0.0012900233,0.21050511,0.2035832,-0.006921917,stable
5983,5983,0.99699855,0.97088,0.97055,-0.0003299713,0.0003299713,0.19165683,0.17841862,-0.0132382065,stable
3102,3102,0.99699897,0.0036799998,0.00096,-0.0027199998,0.0027199998,6.1482e-05,4.5729998e-05,-1.5752004e-05,stable
5223,5223,0.9970006,0.97041,0.97168,0.0012699962,0.0012699962,0.1675623,0.18576834,0.01820603,stable
5664,5664,0.9970026,0.97159,0.97169,0.000100016594,0.000100016594,0.21022086,0.20916378,-0.0010570735,stable
4893,4893,0.99700344,0.01756,0.014269999,-0.0032900004,0.0032900004,0.0017610962,0.00088382186,-0.0008772743,stable
185,185,0.99700385,0.97519,0.97494,-0.00024998188,0.00024998188,0.26786613,0.24793112,-0.019935012,stable
2872,2872,0.99700487,0.98105997,0.98129,0.00023001432,0.00023001432,0.25825313,0.25224584,-0.006007284,stable
1127,1127,0.99700594,0.97195995,0.97205997,0.000100016594,0.000100016594,0.22237213,0.21332705,-0.009045079,stable
1107,1107,0.9970067,0.97633,0.97060996,-0.0057200193,0.0057200193,0.16508234,0.18171504,0.016632706,stable
4068,4068,0.99700904,0.97325,0.97315997,-9.000301e-05,9.000301e-05,0.25512618,0.23318073,-0.021945447,stable
